order_date,number_of_orders,status_of_order,monetary_value,service_name
2016-01-15,30,No Driver Found,5778500,Uber_GLAM
2016-01-15,10,No Driver Found,2247700,Uber_MASSAGE
2016-01-15,8860,No Driver Found,186318860,Uber_RIDE
2016-01-15,480,No Driver Found,16907800,Uber_SEND
2016-01-15,30,No Driver Found,809900,Uber_SHOP
2016-01-15,0,Other,18200,Uber_FOOD
2016-01-15,0,Other,76440,Uber_RIDE
2016-01-15,0,Other,78260,Uber_SEND
2016-01-15,0,Other,27300,Uber_SHOP
2016-01-16,260,Cancelled,107599310,Uber_BOX
2016-01-16,20,Cancelled,2415140,Uber_CLEAN
2016-01-16,31300,Cancelled,548884700,Uber_FOOD
2016-01-16,20,Cancelled,2538900,Uber_GLAM
2016-01-16,0,Cancelled,27300,Uber_KILAT
2016-01-16,1390,Cancelled,19528600,Uber_MART
2016-01-16,60,Cancelled,12002900,Uber_MASSAGE
2016-01-16,34860,Cancelled,818153700,Uber_RIDE
2016-01-16,3520,Cancelled,139259120,Uber_SEND
2016-01-16,11570,Cancelled,293975500,Uber_SHOP
2016-01-16,320,Cancelled,,Uber_TIX
2016-01-16,720,Completed,263060980,Uber_BOX
2016-01-16,180,Completed,33588100,Uber_CLEAN
2016-01-16,81970,Completed,1371561100,Uber_FOOD
2016-01-16,110,Completed,16043300,Uber_GLAM
2016-01-16,50,Completed,1092000,Uber_KILAT
2016-01-16,2460,Completed,34434400,Uber_MART
2016-01-16,470,Completed,89392940,Uber_MASSAGE
2016-01-16,266950,Completed,5584639060,Uber_RIDE
2016-01-16,24340,Completed,898999920,Uber_SEND
2016-01-16,18490,Completed,451014200,Uber_SHOP
2016-01-16,30,Completed,91000,Uber_TIX
2016-01-16,20,Failed/Timeout,,Uber_TIX
2016-01-16,50,No Driver Found,35185150,Uber_BOX
2016-01-16,0,No Driver Found,782600,Uber_CLEAN
2016-01-16,60,No Driver Found,1246700,Uber_FOOD
2016-01-16,30,No Driver Found,4841200,Uber_GLAM
2016-01-16,0,No Driver Found,18200,Uber_MART
2016-01-16,20,No Driver Found,4695600,Uber_MASSAGE
2016-01-16,850,No Driver Found,23718240,Uber_RIDE
2016-01-16,60,No Driver Found,1976520,Uber_SEND
2016-01-16,40,No Driver Found,1355900,Uber_SHOP
2016-01-16,0,Other,27300,Uber_RIDE
2016-01-17,240,Cancelled,100084985,Uber_BOX
2016-01-17,10,Cancelled,2548000,Uber_CLEAN
2016-01-17,31930,Cancelled,557584300,Uber_FOOD
2016-01-17,10,Cancelled,1092000,Uber_GLAM
2016-01-17,1350,Cancelled,18928000,Uber_MART
2016-01-17,70,Cancelled,11902800,Uber_MASSAGE
2016-01-17,27210,Cancelled,657180160,Uber_RIDE
2016-01-17,2530,Cancelled,98372820,Uber_SEND
2016-01-17,10830,Cancelled,266933940,Uber_SHOP
2016-01-17,300,Cancelled,,Uber_TIX
2016-01-17,600,Completed,228171580,Uber_BOX
2016-01-17,160,Completed,26744900,Uber_CLEAN
2016-01-17,84960,Completed,1422120700,Uber_FOOD
2016-01-17,70,Completed,11893700,Uber_GLAM
2016-01-17,10,Completed,245700,Uber_KILAT
2016-01-17,2490,Completed,34816600,Uber_MART
2016-01-17,600,Completed,112613410,Uber_MASSAGE
2016-01-17,178940,Completed,3783024700,Uber_RIDE
2016-01-17,16090,Completed,592781280,Uber_SEND
2016-01-17,17730,Completed,416277680,Uber_SHOP
2016-01-17,60,Completed,,Uber_TIX
2016-01-17,20,Failed/Timeout,,Uber_TIX
2016-01-17,30,No Driver Found,24192350,Uber_BOX
2016-01-17,10,No Driver Found,1292200,Uber_CLEAN
2016-01-17,60,No Driver Found,1283100,Uber_FOOD
2016-01-17,10,No Driver Found,2557100,Uber_GLAM
2016-01-17,30,No Driver Found,4386200,Uber_MASSAGE
2016-01-17,850,No Driver Found,22415120,Uber_RIDE
2016-01-17,30,No Driver Found,1126580,Uber_SEND
2016-01-17,50,No Driver Found,1253980,Uber_SHOP
2016-01-17,0,Other,21840,Uber_RIDE
2016-01-18,240,Cancelled,124129005,Uber_BOX
2016-01-18,10,Cancelled,1820000,Uber_CLEAN
2016-01-18,31450,Cancelled,554508500,Uber_FOOD
2016-01-18,0,Cancelled,564200,Uber_GLAM
2016-01-18,0,Cancelled,81900,Uber_KILAT
2016-01-18,1130,Cancelled,15852200,Uber_MART
2016-01-18,50,Cancelled,10346700,Uber_MASSAGE
2016-01-18,51730,Cancelled,1152320260,Uber_RIDE
2016-01-18,5180,Cancelled,202540520,Uber_SEND
2016-01-18,12160,Cancelled,313755260,Uber_SHOP
2016-01-18,210,Cancelled,,Uber_TIX
2016-01-18,580,Completed,228936435,Uber_BOX
2016-01-18,110,Completed,19679660,Uber_CLEAN
2016-01-18,68090,Completed,1158020500,Uber_FOOD
2016-01-18,30,Completed,5292560,Uber_GLAM
2016-01-18,90,Completed,1938300,Uber_KILAT
2016-01-18,2190,Completed,30703400,Uber_MART
2016-01-18,350,Completed,66698450,Uber_MASSAGE
2016-01-18,375840,Completed,7718727380,Uber_RIDE
2016-01-18,34360,Completed,1255190300,Uber_SEND
2016-01-18,18410,Completed,448426160,Uber_SHOP
2016-01-18,10,Completed,910,Uber_TIX
2016-01-18,20,Failed/Timeout,,Uber_TIX
2016-01-18,20,No Driver Found,11804065,Uber_BOX
2016-01-18,0,No Driver Found,172900,Uber_CLEAN
2016-01-18,320,No Driver Found,6597500,Uber_FOOD
2016-01-18,10,No Driver Found,2411500,Uber_GLAM
2016-01-18,0,No Driver Found,36400,Uber_MART
2016-01-18,10,No Driver Found,2584400,Uber_MASSAGE
2016-01-18,6230,No Driver Found,128763180,Uber_RIDE
2016-01-18,280,No Driver Found,9338420,Uber_SEND
2016-01-18,40,No Driver Found,1501500,Uber_SHOP
2016-01-18,0,Other,18200,Uber_FOOD
2016-01-18,20,Other,356720,Uber_RIDE
2016-01-19,300,Cancelled,126117355,Uber_BOX
2016-01-19,10,Cancelled,618800,Uber_CLEAN
2016-01-19,39940,Cancelled,696241000,Uber_FOOD
2016-01-19,10,Cancelled,2735460,Uber_GLAM
2016-01-19,10,Cancelled,109200,Uber_KILAT
2016-01-19,1400,Cancelled,19583200,Uber_MART
2016-01-19,40,Cancelled,5887700,Uber_MASSAGE
2016-01-19,62370,Cancelled,1383640440,Uber_RIDE
2016-01-19,5210,Cancelled,200482100,Uber_SEND
2016-01-19,13130,Cancelled,333624200,Uber_SHOP
2016-01-19,230,Cancelled,,Uber_TIX
2016-01-19,450,Completed,168752675,Uber_BOX
2016-01-19,90,Completed,17484740,Uber_CLEAN
2016-01-19,71360,Completed,1214358600,Uber_FOOD
2016-01-19,50,Completed,8635900,Uber_GLAM
2016-01-19,80,Completed,1583400,Uber_KILAT
2016-01-19,2060,Completed,28810600,Uber_MART
2016-01-19,310,Completed,59561320,Uber_MASSAGE
2016-01-19,359130,Completed,7368513880,Uber_RIDE
2016-01-19,33610,Completed,1224901860,Uber_SEND
2016-01-19,19320,Completed,472046120,Uber_SHOP
2016-01-19,10,Completed,,Uber_TIX
2016-01-19,10,Failed/Timeout,,Uber_TIX
2016-01-19,20,No Driver Found,8216845,Uber_BOX
2016-01-19,80,No Driver Found,1701700,Uber_FOOD
2016-01-19,10,No Driver Found,1517880,Uber_GLAM
2016-01-19,10,No Driver Found,136500,Uber_KILAT
2016-01-19,10,No Driver Found,2011100,Uber_MASSAGE
2016-01-19,18640,No Driver Found,376479740,Uber_RIDE
2016-01-19,510,No Driver Found,17677660,Uber_SEND
2016-01-19,20,No Driver Found,469560,Uber_SHOP
2016-01-19,0,Other,27300,Uber_FOOD
2016-01-19,10,Other,158340,Uber_RIDE
2016-01-20,240,Cancelled,172668405,Uber_BOX
2016-01-20,0,Cancelled,555100,Uber_CLEAN
2016-01-20,40620,Cancelled,712366200,Uber_FOOD
2016-01-20,0,Cancelled,336700,Uber_GLAM
2016-01-20,0,Cancelled,54600,Uber_KILAT
2016-01-20,1720,Cancelled,24024000,Uber_MART
2016-01-20,30,Cancelled,6533800,Uber_MASSAGE
2016-01-20,56050,Cancelled,1239609280,Uber_RIDE
2016-01-20,5200,Cancelled,204455160,Uber_SEND
2016-01-20,13150,Cancelled,336445200,Uber_SHOP
2016-01-20,260,Cancelled,,Uber_TIX
2016-01-20,470,Completed,194783225,Uber_BOX
2016-01-20,80,Completed,13999440,Uber_CLEAN
2016-01-20,74120,Completed,1261214500,Uber_FOOD
2016-01-20,50,Completed,9346610,Uber_GLAM
2016-01-20,70,Completed,1446900,Uber_KILAT
2016-01-20,2360,Completed,33087600,Uber_MART
2016-01-20,290,Completed,55833050,Uber_MASSAGE
2016-01-20,364430,Completed,7391566000,Uber_RIDE
2016-01-20,34450,Completed,1256873800,Uber_SEND
2016-01-20,20010,Completed,481693940,Uber_SHOP
2016-01-20,40,Completed,110565,Uber_TIX
2016-01-20,10,Failed/Timeout,68250,Uber_TIX
2016-01-20,10,No Driver Found,15356250,Uber_BOX
2016-01-20,10,No Driver Found,1310400,Uber_CLEAN
2016-01-20,30,No Driver Found,627900,Uber_FOOD
2016-01-20,10,No Driver Found,1850940,Uber_GLAM
2016-01-20,10,No Driver Found,1164800,Uber_MASSAGE
2016-01-20,10670,No Driver Found,212943640,Uber_RIDE
2016-01-20,350,No Driver Found,12281360,Uber_SEND
2016-01-20,10,No Driver Found,271180,Uber_SHOP
2016-01-20,10,Other,149240,Uber_RIDE
2016-01-21,260,Cancelled,109358795,Uber_BOX
2016-01-21,10,Cancelled,1947400,Uber_CLEAN
2016-01-21,39570,Cancelled,698288500,Uber_FOOD
2016-01-21,10,Cancelled,1465100,Uber_GLAM
2016-01-21,1400,Cancelled,19601400,Uber_MART
2016-01-21,50,Cancelled,8645000,Uber_MASSAGE
2016-01-21,50950,Cancelled,1130318280,Uber_RIDE
2016-01-21,5220,Cancelled,204884680,Uber_SEND
2016-01-21,13790,Cancelled,352071720,Uber_SHOP
2016-01-21,170,Cancelled,,Uber_TIX
2016-01-21,520,Completed,198339960,Uber_BOX
2016-01-21,90,Completed,15864940,Uber_CLEAN
2016-01-21,75490,Completed,1286922000,Uber_FOOD
2016-01-21,50,Completed,8645000,Uber_GLAM
2016-01-21,70,Completed,1474200,Uber_KILAT
2016-01-21,2300,Completed,32232200,Uber_MART
2016-01-21,310,Completed,60266570,Uber_MASSAGE
2016-01-21,370600,Completed,7532679700,Uber_RIDE
2016-01-21,34690,Completed,1262643200,Uber_SEND
2016-01-21,20670,Completed,496363140,Uber_SHOP
2016-01-21,40,Completed,42315,Uber_TIX
2016-01-21,30,Failed/Timeout,10920,Uber_TIX
2016-01-21,10,No Driver Found,5530070,Uber_BOX
2016-01-21,0,No Driver Found,609700,Uber_CLEAN
2016-01-21,110,No Driver Found,2211300,Uber_FOOD
2016-01-21,10,No Driver Found,2602600,Uber_GLAM
2016-01-21,20,No Driver Found,2320500,Uber_MASSAGE
2016-01-21,5020,No Driver Found,101996440,Uber_RIDE
2016-01-21,190,No Driver Found,7047040,Uber_SEND
2016-01-21,20,No Driver Found,380380,Uber_SHOP
2016-01-21,20,Other,394940,Uber_RIDE
2016-01-22,340,Cancelled,127600655,Uber_BOX
2016-01-22,10,Cancelled,1537900,Uber_CLEAN
2016-01-22,34830,Cancelled,619018400,Uber_FOOD
2016-01-22,10,Cancelled,1610700,Uber_GLAM
2016-01-22,1460,Cancelled,20384000,Uber_MART
2016-01-22,40,Cancelled,8756020,Uber_MASSAGE
2016-01-22,56640,Cancelled,1256828300,Uber_RIDE
2016-01-22,6080,Cancelled,240813300,Uber_SEND
2016-01-22,12540,Cancelled,319222540,Uber_SHOP
2016-01-22,200,Cancelled,,Uber_TIX
2016-01-22,560,Completed,240002945,Uber_BOX
2016-01-22,90,Completed,14641900,Uber_CLEAN
2016-01-22,77040,Completed,1313921700,Uber_FOOD
2016-01-22,70,Completed,12678575,Uber_GLAM
2016-01-22,70,Completed,1501500,Uber_KILAT
2016-01-22,2230,Completed,31267600,Uber_MART
2016-01-22,300,Completed,57661240,Uber_MASSAGE
2016-01-22,408490,Completed,8338646680,Uber_RIDE
2016-01-22,37830,Completed,1383078060,Uber_SEND
2016-01-22,20660,Completed,499917600,Uber_SHOP
2016-01-22,20,Completed,19565,Uber_TIX
2016-01-22,20,Failed/Timeout,91000,Uber_TIX
2016-01-22,30,No Driver Found,22116640,Uber_BOX
2016-01-22,0,No Driver Found,118300,Uber_CLEAN
2016-01-22,80,No Driver Found,1638000,Uber_FOOD
2016-01-22,10,No Driver Found,1337700,Uber_GLAM
2016-01-22,20,No Driver Found,3075800,Uber_MASSAGE
2016-01-22,5130,No Driver Found,105647360,Uber_RIDE
2016-01-22,240,No Driver Found,8013460,Uber_SEND
2016-01-22,20,No Driver Found,607880,Uber_SHOP
2016-01-22,0,Other,27300,Uber_FOOD
2016-01-22,10,Other,240240,Uber_RIDE
2016-01-23,240,Cancelled,108085705,Uber_BOX
2016-01-23,20,Cancelled,2988440,Uber_CLEAN
2016-01-23,35280,Cancelled,630903000,Uber_FOOD
2016-01-23,20,Cancelled,2830100,Uber_GLAM
2016-01-23,1230,Cancelled,17271800,Uber_MART
2016-01-23,50,Cancelled,8271900,Uber_MASSAGE
2016-01-23,35310,Cancelled,812042140,Uber_RIDE
2016-01-23,3470,Cancelled,139777820,Uber_SEND
2016-01-23,11920,Cancelled,302471260,Uber_SHOP
2016-01-23,210,Cancelled,,Uber_TIX
2016-01-23,720,Completed,285502945,Uber_BOX
2016-01-23,170,Completed,28874300,Uber_CLEAN
2016-01-23,86490,Completed,1456464100,Uber_FOOD
2016-01-23,110,Completed,15466360,Uber_GLAM
2016-01-23,40,Completed,873600,Uber_KILAT
2016-01-23,2420,Completed,33906600,Uber_MART
2016-01-23,440,Completed,85308860,Uber_MASSAGE
2016-01-23,241500,Completed,5005167440,Uber_RIDE
2016-01-23,24100,Completed,883559040,Uber_SEND
2016-01-23,19760,Completed,476232120,Uber_SHOP
2016-01-23,10,Completed,23205,Uber_TIX
2016-01-23,20,Failed/Timeout,86450,Uber_TIX
2016-01-23,40,No Driver Found,30054570,Uber_BOX
2016-01-23,0,No Driver Found,436800,Uber_CLEAN
2016-01-23,50,No Driver Found,1082900,Uber_FOOD
2016-01-23,30,No Driver Found,4868500,Uber_GLAM
2016-01-23,0,No Driver Found,18200,Uber_MART
2016-01-23,30,No Driver Found,4559100,Uber_MASSAGE
2016-01-23,310,No Driver Found,9198280,Uber_RIDE
2016-01-23,30,No Driver Found,1112020,Uber_SEND
2016-01-23,10,No Driver Found,291200,Uber_SHOP
2016-01-23,0,Other,382200,Uber_MASSAGE
2016-01-24,230,Cancelled,110337045,Uber_BOX
2016-01-24,10,Cancelled,2333240,Uber_CLEAN
2016-01-24,33170,Cancelled,592901400,Uber_FOOD
2016-01-24,10,Cancelled,1769950,Uber_GLAM
2016-01-24,0,Cancelled,27300,Uber_KILAT
2016-01-24,1200,Cancelled,16816800,Uber_MART
2016-01-24,80,Cancelled,13813800,Uber_MASSAGE
2016-01-24,29840,Cancelled,694550220,Uber_RIDE
2016-01-24,2490,Cancelled,95964960,Uber_SEND
2016-01-24,11070,Cancelled,277866680,Uber_SHOP
2016-01-24,190,Cancelled,,Uber_TIX
2016-01-24,610,Completed,235249105,Uber_BOX
2016-01-24,190,Completed,32062940,Uber_CLEAN
2016-01-24,90860,Completed,1532594700,Uber_FOOD
2016-01-24,120,Completed,17244500,Uber_GLAM
2016-01-24,10,Completed,273000,Uber_KILAT
2016-01-24,2430,Completed,34070400,Uber_MART
2016-01-24,570,Completed,106065960,Uber_MASSAGE
2016-01-24,171440,Completed,3608463040,Uber_RIDE
2016-01-24,16520,Completed,597347660,Uber_SEND
2016-01-24,18120,Completed,424767980,Uber_SHOP
2016-01-24,10,Completed,15015,Uber_TIX
2016-01-24,20,Failed/Timeout,,Uber_TIX
2016-01-24,50,No Driver Found,57788640,Uber_BOX
2016-01-24,0,No Driver Found,491400,Uber_CLEAN
2016-01-24,80,No Driver Found,1692600,Uber_FOOD
2016-01-24,30,No Driver Found,5796700,Uber_GLAM
2016-01-24,20,No Driver Found,3194100,Uber_MASSAGE
2016-01-24,680,No Driver Found,16572920,Uber_RIDE
2016-01-24,40,No Driver Found,1583400,Uber_SEND
2016-01-24,20,No Driver Found,467740,Uber_SHOP
2016-01-24,0,Other,49140,Uber_RIDE
2016-01-25,340,Cancelled,132359045,Uber_BOX
2016-01-25,10,Cancelled,2102100,Uber_CLEAN
2016-01-25,22450,Cancelled,387132200,Uber_FOOD
2016-01-25,10,Cancelled,791700,Uber_GLAM
2016-01-25,0,Cancelled,54600,Uber_KILAT
2016-01-25,730,Cancelled,10155600,Uber_MART
2016-01-25,50,Cancelled,9500400,Uber_MASSAGE
2016-01-25,77620,Cancelled,1661532600,Uber_RIDE
2016-01-25,6530,Cancelled,250148080,Uber_SEND
2016-01-25,9990,Cancelled,255962980,Uber_SHOP
2016-01-25,110,Cancelled,,Uber_TIX
2016-01-25,550,Completed,218562435,Uber_BOX
2016-01-25,110,Completed,17799600,Uber_CLEAN
2016-01-25,64050,Completed,1068685800,Uber_FOOD
2016-01-25,50,Completed,8610420,Uber_GLAM
2016-01-25,80,Completed,1747200,Uber_KILAT
2016-01-25,1270,Completed,17836000,Uber_MART
2016-01-25,300,Completed,56456400,Uber_MASSAGE
2016-01-25,338310,Completed,6949473440,Uber_RIDE
2016-01-25,34840,Completed,1264323060,Uber_SEND
2016-01-25,16720,Completed,409878560,Uber_SHOP
2016-01-25,10,Completed,136955,Uber_TIX
2016-01-25,40,Failed/Timeout,68250,Uber_TIX
2016-01-25,20,No Driver Found,16182075,Uber_BOX
2016-01-25,0,No Driver Found,327600,Uber_CLEAN
2016-01-25,70,No Driver Found,1328600,Uber_FOOD
2016-01-25,10,No Driver Found,2620800,Uber_GLAM
2016-01-25,0,No Driver Found,36400,Uber_MART
2016-01-25,10,No Driver Found,2002000,Uber_MASSAGE
2016-01-25,26520,No Driver Found,543883340,Uber_RIDE
2016-01-25,1030,No Driver Found,36101520,Uber_SEND
2016-01-25,10,No Driver Found,320320,Uber_SHOP
2016-01-25,10,Other,236600,Uber_FOOD
2016-01-25,340,Other,6970600,Uber_RIDE
2016-01-25,10,Other,434980,Uber_SEND
2016-01-25,0,Other,27300,Uber_SHOP
2016-01-26,350,Cancelled,140924875,Uber_BOX
2016-01-26,10,Cancelled,1483300,Uber_CLEAN
2016-01-26,29940,Cancelled,524442100,Uber_FOOD
2016-01-26,10,Cancelled,646100,Uber_GLAM
2016-01-26,0,Cancelled,54600,Uber_KILAT
2016-01-26,1210,Cancelled,16907800,Uber_MART
2016-01-26,60,Cancelled,10055500,Uber_MASSAGE
2016-01-26,61510,Cancelled,1331550220,Uber_RIDE
2016-01-26,6330,Cancelled,245998480,Uber_SEND
2016-01-26,11760,Cancelled,297367980,Uber_SHOP
2016-01-26,150,Cancelled,,Uber_TIX
2016-01-26,570,Completed,220841075,Uber_BOX
2016-01-26,130,Completed,24213280,Uber_CLEAN
2016-01-26,72780,Completed,1235816400,Uber_FOOD
2016-01-26,50,Completed,7987980,Uber_GLAM
2016-01-26,110,Completed,2238600,Uber_KILAT
2016-01-26,1770,Completed,24770200,Uber_MART
2016-01-26,290,Completed,54245100,Uber_MASSAGE
2016-01-26,376600,Completed,7654024560,Uber_RIDE
2016-01-26,37690,Completed,1369715620,Uber_SEND
2016-01-26,19520,Completed,480425400,Uber_SHOP
2016-01-26,20,Completed,71663,Uber_TIX
2016-01-26,30,Failed/Timeout,11830,Uber_TIX
2016-01-26,30,No Driver Found,24157770,Uber_BOX
2016-01-26,230,No Driver Found,4895800,Uber_FOOD
2016-01-26,10,No Driver Found,1929200,Uber_GLAM
2016-01-26,10,No Driver Found,1938300,Uber_MASSAGE
2016-01-26,11210,No Driver Found,224653520,Uber_RIDE
2016-01-26,560,No Driver Found,20276620,Uber_SEND
2016-01-26,20,No Driver Found,505960,Uber_SHOP
2016-01-26,0,Other,273000,Uber_CLEAN
2016-01-26,0,Other,27300,Uber_FOOD
2016-01-26,10,Other,1456000,Uber_MASSAGE
2016-01-26,30,Other,595140,Uber_RIDE
2016-01-27,410,Cancelled,144253200,Uber_BOX
2016-01-27,10,Cancelled,2320500,Uber_CLEAN
2016-01-27,34680,Cancelled,623613900,Uber_FOOD
2016-01-27,10,Cancelled,1255800,Uber_GLAM
2016-01-27,0,Cancelled,81900,Uber_KILAT
2016-01-27,1170,Cancelled,16416400,Uber_MART
2016-01-27,50,Cancelled,8484840,Uber_MASSAGE
2016-01-27,59340,Cancelled,1290467360,Uber_RIDE
2016-01-27,5980,Cancelled,230417460,Uber_SEND
2016-01-27,12510,Cancelled,323521380,Uber_SHOP
2016-01-27,280,Cancelled,,Uber_TIX
2016-01-27,640,Completed,244140260,Uber_BOX
2016-01-27,90,Completed,14301560,Uber_CLEAN
2016-01-27,78430,Completed,1336562500,Uber_FOOD
2016-01-27,50,Completed,8731450,Uber_GLAM
2016-01-27,120,Completed,2484300,Uber_KILAT
2016-01-27,2210,Completed,30921800,Uber_MART
2016-01-27,260,Completed,48106240,Uber_MASSAGE
2016-01-27,388980,Completed,7870992220,Uber_RIDE
2016-01-27,36660,Completed,1326448760,Uber_SEND
2016-01-27,20260,Completed,500152380,Uber_SHOP
2016-01-27,20,Completed,110565,Uber_TIX
2016-01-27,30,Failed/Timeout,49140,Uber_TIX
2016-01-27,40,No Driver Found,32335030,Uber_BOX
2016-01-27,30,No Driver Found,700700,Uber_FOOD
2016-01-27,10,No Driver Found,1792700,Uber_GLAM
2016-01-27,0,No Driver Found,18200,Uber_MART
2016-01-27,20,No Driver Found,4031300,Uber_MASSAGE
2016-01-27,8570,No Driver Found,174341440,Uber_RIDE
2016-01-27,410,No Driver Found,14432600,Uber_SEND
2016-01-27,10,No Driver Found,207480,Uber_SHOP
2016-01-27,0,Other,27300,Uber_FOOD
2016-01-27,0,Other,182000,Uber_GLAM
2016-01-27,20,Other,4122300,Uber_MASSAGE
2016-01-27,10,Other,218400,Uber_RIDE
2016-01-28,360,Cancelled,136511972,Uber_BOX
2016-01-28,10,Cancelled,2320500,Uber_CLEAN
2016-01-28,33930,Cancelled,607461400,Uber_FOOD
2016-01-28,10,Cancelled,1032850,Uber_GLAM
2016-01-28,0,Cancelled,54600,Uber_KILAT
2016-01-28,970,Cancelled,13559000,Uber_MART
2016-01-28,40,Cancelled,7871500,Uber_MASSAGE
2016-01-28,67970,Cancelled,1460983160,Uber_RIDE
2016-01-28,6890,Cancelled,266460740,Uber_SEND
2016-01-28,12250,Cancelled,308480900,Uber_SHOP
2016-01-28,180,Cancelled,,Uber_TIX
2016-01-28,670,Completed,262115490,Uber_BOX
2016-01-28,100,Completed,17009720,Uber_CLEAN
2016-01-28,78700,Completed,1341212600,Uber_FOOD
2016-01-28,70,Completed,10167430,Uber_GLAM
2016-01-28,130,Completed,2811900,Uber_KILAT
2016-01-28,1870,Completed,26135200,Uber_MART
2016-01-28,340,Completed,62438740,Uber_MASSAGE
2016-01-28,407230,Completed,8266370840,Uber_RIDE
2016-01-28,38840,Completed,1413493900,Uber_SEND
2016-01-28,19980,Completed,491512840,Uber_SHOP
2016-01-28,10,Completed,63473,Uber_TIX
2016-01-28,40,Failed/Timeout,,Uber_TIX
2016-01-28,20,No Driver Found,15601950,Uber_BOX
2016-01-28,120,No Driver Found,2384200,Uber_FOOD
2016-01-28,20,No Driver Found,3963050,Uber_GLAM
2016-01-28,10,No Driver Found,2111200,Uber_MASSAGE
2016-01-28,18260,No Driver Found,365283100,Uber_RIDE
2016-01-28,730,No Driver Found,23936640,Uber_SEND
2016-01-28,20,No Driver Found,484120,Uber_SHOP
2016-01-28,10,Other,1856400,Uber_CLEAN
2016-01-28,10,Other,81900,Uber_FOOD
2016-01-28,0,Other,273000,Uber_GLAM
2016-01-28,20,Other,3166800,Uber_MASSAGE
2016-01-28,40,Other,657020,Uber_RIDE
2016-01-29,380,Cancelled,170249170,Uber_BOX
2016-01-29,20,Cancelled,2566200,Uber_CLEAN
2016-01-29,30230,Cancelled,538137600,Uber_FOOD
2016-01-29,10,Cancelled,1119300,Uber_GLAM
2016-01-29,20,Cancelled,327600,Uber_KILAT
2016-01-29,1090,Cancelled,15288000,Uber_MART
2016-01-29,60,Cancelled,11811800,Uber_MASSAGE
2016-01-29,81990,Cancelled,1790130160,Uber_RIDE
2016-01-29,7170,Cancelled,279732180,Uber_SEND
2016-01-29,12520,Cancelled,322054460,Uber_SHOP
2016-01-29,230,Cancelled,,Uber_TIX
2016-01-29,900,Completed,375548810,Uber_BOX
2016-01-29,100,Completed,15892240,Uber_CLEAN
2016-01-29,78010,Completed,1313239200,Uber_FOOD
2016-01-29,50,Completed,9228310,Uber_GLAM
2016-01-29,140,Completed,2839200,Uber_KILAT
2016-01-29,2120,Completed,29647800,Uber_MART
2016-01-29,280,Completed,54307890,Uber_MASSAGE
2016-01-29,443440,Completed,9044069580,Uber_RIDE
2016-01-29,42090,Completed,1528787260,Uber_SEND
2016-01-29,19910,Completed,489811140,Uber_SHOP
2016-01-29,20,Completed,61198,Uber_TIX
2016-01-29,30,Failed/Timeout,45500,Uber_TIX
2016-01-29,40,No Driver Found,25065040,Uber_BOX
2016-01-29,140,No Driver Found,2866500,Uber_FOOD
2016-01-29,40,No Driver Found,7348250,Uber_GLAM
2016-01-29,10,No Driver Found,109200,Uber_KILAT
2016-01-29,20,No Driver Found,3188640,Uber_MASSAGE
2016-01-29,20060,No Driver Found,409807580,Uber_RIDE
2016-01-29,1010,No Driver Found,34137740,Uber_SEND
2016-01-29,20,No Driver Found,720720,Uber_SHOP
2016-01-29,0,Other,600600,Uber_CLEAN
2016-01-29,0,Other,18200,Uber_FOOD
2016-01-29,0,Other,455000,Uber_GLAM
2016-01-29,10,Other,3021200,Uber_MASSAGE
2016-01-29,80,Other,1645280,Uber_RIDE
2016-01-29,0,Other,171080,Uber_SEND
2016-01-29,0,Other,54600,Uber_SHOP
2016-01-30,380,Cancelled,175626360,Uber_BOX
2016-01-30,10,Cancelled,1501500,Uber_CLEAN
2016-01-30,24400,Cancelled,425379500,Uber_FOOD
2016-01-30,20,Cancelled,2807350,Uber_GLAM
2016-01-30,10,Cancelled,245700,Uber_KILAT
2016-01-30,940,Cancelled,13195000,Uber_MART
2016-01-30,80,Cancelled,15351700,Uber_MASSAGE
2016-01-30,54310,Cancelled,1237818400,Uber_RIDE
2016-01-30,5640,Cancelled,218076040,Uber_SEND
2016-01-30,10970,Cancelled,283910900,Uber_SHOP
2016-01-30,210,Cancelled,,Uber_TIX
2016-01-30,1180,Completed,441145250,Uber_BOX
2016-01-30,190,Completed,31125640,Uber_CLEAN
2016-01-30,79550,Completed,1311000600,Uber_FOOD
2016-01-30,110,Completed,15230670,Uber_GLAM
2016-01-30,70,Completed,1556100,Uber_KILAT
2016-01-30,2170,Completed,30357600,Uber_MART
2016-01-30,500,Completed,95056780,Uber_MASSAGE
2016-01-30,297210,Completed,6175483860,Uber_RIDE
2016-01-30,27120,Completed,995003100,Uber_SEND
2016-01-30,19720,Completed,472382820,Uber_SHOP
2016-01-30,10,Completed,91455,Uber_TIX
2016-01-30,20,Failed/Timeout,,Uber_TIX
2016-01-30,70,No Driver Found,47795020,Uber_BOX
2016-01-30,10,No Driver Found,1537900,Uber_CLEAN
2016-01-30,10,No Driver Found,273000,Uber_FOOD
2016-01-30,30,No Driver Found,4406220,Uber_GLAM
2016-01-30,0,No Driver Found,36400,Uber_MART
2016-01-30,10,No Driver Found,2211300,Uber_MASSAGE
2016-01-30,360,No Driver Found,10175620,Uber_RIDE
2016-01-30,40,No Driver Found,1341340,Uber_SEND
2016-01-30,20,No Driver Found,697060,Uber_SHOP
2016-01-30,0,Other,218400,Uber_CLEAN
